Twitter for iPhone,12226700,Just received a briefing on the Coronavirus in China from all of our GREAT agencies who are also working closely with China. We will continue to monitor the ongoing developments. We have the best experts anywhere in the world and they are on top of it 24/7! https://t.co/rrtF1Stk78,1/30/2020 0:06,17266,74051
Twitter for iPhone,12226700,Nancy Pelosi wants Congress to take away authority Presidents use to stand up to other countries and defend AMERICANS. Stand with your Commander in Chiefs!,1/29/2020 23:59,36022,164680
Twitter for iPhone,12226700,With Votes in the House tomorrow Democrats want to make it harder for Presidents to defend America and stand up to as an example Iran. Protect our GREAT COUNTRY!,1/29/2020 23:59,26021,120180
Twitter Media Studio,12226600,GAME OVER! https://t.co/yvMa6bPqfy,1/29/2020 23:00,56848,172090
Twitter Media Studio,12226100,https://t.co/aX5WIX8B0O,1/29/2020 19:41,12183,40793
Twitter for iPhone,12226000,For the first time in American History we have replaced a disastrous Trade Deal that REWARDED outsourcing with a truly FAIR and RECIPROCAL Trade Deal that will keep jobs wealth and growth right here in AMERICA! https://t.co/bDe8IV9DyD,1/29/2020 19:24,18196,67175
Twitter for iPhone,12226000,Thanks to our pro-worker pro-American economic policies unemployment is at the lowest level in more than 50 years. We have created over 7 MILLION new JOBS. More Americans are working today than EVER before. We have the hottest ECONOMY on earth! https://t.co/TRGKRF7xgQ,1/29/2020 19:21,16435,62377
Twitter Media Studio,12225900,USMCA is a cutting edge state of the art agreement that protects defends and serves the great people of our Country. Promises Made Promises Kept! https://t.co/PuiG1JPTTI,1/29/2020 18:38,14059,53171
Twitter Media Studio,12225900,USMCA is a massive win for American manufacturers and auto workers! https://t.co/eOgFm31cAo,1/29/2020 18:36,15165,61555
Twitter for iPhone,12225500,They will never be satisfied! https://t.co/MXHFQXWC80,1/29/2020 15:49,17026,70177
Twitter for iPhone,12225500,The best evidence is the Transcript itself.  Brad Blakeman  @FoxNews,1/29/2020 15:47,14179,66828
Twitter for iPhone,12225400,There is much talk that certain Democrats are going to be voting with Republicans on the Impeachment Hoax so that the Senate can get back to the business of taking care of the American people. Sorry but Cryin' Chuck Schumer will never let that happen!,1/29/2020 15:39,17866,81479
Twitter for iPhone,12225400,On the Iraq War Resolution being voted on tomorrow in the House of Represenatives we are down to 5000 soldiers and going down and I want everyone Republican and Democrat to vote their HEART!,1/29/2020 15:33,21366,108291
Twitter for iPhone,12225100,Mark Penn Harris Poll: It's time to end the Impeachment Trial. @foxandfriends  Just another political Hoax by the Dems!,1/29/2020 13:20,14206,63333
Twitter for iPhone,12225000,Remember Republicans the Democrats already had 17 witnesses we were given NONE! Witnesses are up to the House not up to the Senate. Don't let the Dems play you!,1/29/2020 12:56,31347,127016
Twitter for iPhone,12225000,....many more mistakes of judgement gets fired because frankly if I listened to him we would be in World War Six by now and goes out and IMMEDIATELY writes a nasty & untrue book. All Classified National Security. Who would do this?,1/29/2020 12:28,18952,79663
Twitter for iPhone,12225000,For a guy who couldn't get approved for the Ambassador to the U.N. years ago couldn't get approved for anything since begged me for a non Senate approved job which I gave him despite many saying Don't do it sir takes the job mistakenly says Libyan Model on T.V. and..,1/29/2020 12:28,21170,92943
Twitter for iPhone,12224900,Democrats admitting the Impeachment Hoax! https://t.co/AM6v5CpXR3,1/29/2020 11:51,23101,68402
Twitter for iPhone,12224800,Thank you! https://t.co/XnUsalikF0,1/29/2020 11:41,9315,48773
Twitter for iPhone,12224800,175000 ticket requests. Keep America Great! https://t.co/CqExUfsJd0,1/29/2020 11:25,6187,25548
Twitter for iPhone,12223900,Why didn't John Bolton complain about this nonsense a long time ago when he was very publicly terminated. He said not that it matters NOTHING!,1/29/2020 5:07,21826,106695
Twitter for iPhone,12223400,No matter how many witnesses you give the Democrats no matter how much information is given like the quickly produced Transcripts it will NEVER be enough for them. They will always scream UNFAIR. The Impeachment Hoax is just another political CON JOB!,1/29/2020 2:25,39580,163784
Twitter for iPhone,12223300,"If you want your children to inherit the blessings that generations of Americans have fought and died to secure""then we must devote everything we have toward victory in 2020. Only this way can we save the America we love ""and drain the Washington Swamp once and for all! https://t.co/5NeC0mFWfU",1/29/2020 1:41,29256,104957
Twitter for iPhone,12223300,Democrats are now the party of high taxes high crime open borders late-term abortion socialism and blatant corruption. The Republican Party is the party of the American Worker the American Family and the American Dream! #TrumpRallyNJ #KAG2020 https://t.co/Kq5KFhQmgH,1/29/2020 1:37,16476,54771
Twitter for iPhone,12223300,Thank you Wildwood New Jersey! #KeepAmericaGreat https://t.co/Lbt8IKeNYu,1/29/2020 1:32,14038,54569
Twitter for iPhone,12222800,It's amazing what I've done the most of any President in the first three years (by far) considering that for three years I've been under phony political investigations and the Impeachment Hoax! KEEP AMERICA GREAT!,1/28/2020 22:23,29601,152054
Twitter for iPhone,12222800,Heading to New Jersey. Big Rally in fact Really Big Rally!,1/28/2020 22:16,19135,115213
Twitter for iPhone,12222700,https://t.co/tvvvnGEmjo https://t.co/vSV0YPyQrg,1/28/2020 21:18,14143,50287
Twitter for iPhone,12222400,The Witch Hunt continues! https://t.co/7zkUnuPlw6,1/28/2020 19:09,12994,48466
Twitter for iPhone,12222200,This is what a future State of Palestine can look like with a capital in parts of East Jerusalem. https://t.co/39vw3pPrAL,1/28/2020 18:26,9020,29742
Twitter for iPhone,12222200,I will always stand with the State of Israel and the Jewish people. I strongly support their safety and security and their right to live within their historical homeland. It's time for peace! https://t.co/lKwQ9IKTUG,1/28/2020 18:23,10127,38328
Twitter for iPhone,12222200,https://t.co/qqdjOWiA1I,1/28/2020 18:07,8886,29672
Twitter for iPhone,12221900,The Fed should get smart &  lower the Rate to make our interest competitive with other Countries which pay much lower even though we are by far the high standard. We would then focus on paying off & refinancing debt! There is almost no inflation-this is the time (2 years late)!,1/28/2020 15:55,20097,85471
Twitter for iPhone,12221800,Are you better off now than you were three years ago? Almost everyone say YES!,1/28/2020 15:47,31530,216619
Twitter for iPhone,12221800,.....So what the hell has happened to @FoxNews. Only I know! Chris Wallace and others should be on Fake News CNN or MSDNC. How's Shep Smith doing? Watch this will be the beginning of the end for Fox just like the other two which are dying in the ratings. Social Media is great!,1/28/2020 15:44,17652,63405
Twitter for iPhone,12221800,Really pathetic how @FoxNews is trying to be so politically correct by loading the airwaves with Democrats like Chris Van Hollen the no name Senator from Maryland. He has been on forever playing up the Impeachment Hoax. Dems wouldn't even give Fox their low ratings debates....,1/28/2020 15:44,20442,85184
Twitter for iPhone,12220300,Don Lemon the dumbest man on television (with terrible ratings!). https://t.co/iQXCc7lvCt,1/28/2020 5:26,41495,160113
Twitter for iPhone,12220200,Charlie I always knew you are brilliant! https://t.co/D49KbKPKHS,1/28/2020 4:35,11421,52450
Twitter for iPhone,12220100,Thank you to Chuck & all. USMCA is going to be GREAT! https://t.co/tK3zxHOlYg,1/28/2020 4:11,9369,36711
Twitter for iPhone,12220100,Thank you Roger it is a big Hoax! https://t.co/G6X3ClI7Df,1/28/2020 4:09,11058,49752
Twitter for iPhone,12220100,Congrats to Christine! https://t.co/BwXISK3oqR,1/28/2020 4:03,4113,19963
Twitter for iPhone,12220100,A full & complete Endorsement for @RepDonBacon who is doing a great job. Strong on crime loves our Military Vets & 2A! https://t.co/7rr1WxzcCn,1/28/2020 4:01,6372,25548
Twitter for iPhone,12218600,https://t.co/2PoLkxQ8KE,1/27/2020 18:11,14892,48974
Twitter Media Studio,12218400,https://t.co/SxRib4Q3NT,1/27/2020 17:12,10826,36192
Twitter for iPhone,12218400,On International Holocaust Remembrance Day we remember the millions of precious souls who perished as a result of the horrific crimes perpetrated by the Nazi regime....https://t.co/drhi6UeJ14,1/27/2020 17:09,19995,80403
Twitter for iPhone,12218100,Senate hearing on the Impeachment Hoax starts today at 1:00 P.M.,1/27/2020 15:12,14541,75823
Twitter for iPhone,12218100,We are in very close communication with China concerning the virus. Very few cases reported in USA but strongly on watch. We have offered China and President Xi any help that is necessary. Our experts are extraordinary!,1/27/2020 14:56,23243,122736
Twitter for iPhone,12218100,Schiff must release the IG report without changes or tampering which is said to be yet further exoneration of the Impeachment Hoax. He refuses to give it. Does it link him to Whistleblower? Why is he so adamant?,1/27/2020 14:40,35229,133689
Twitter for iPhone,12217900,READ THE TRANSCRIPTS!,1/27/2020 13:42,21824,126563
Twitter for iPhone,12217600,The Democrat controlled House never even asked John Bolton to testify. It is up to them not up to the Senate!,1/27/2020 11:57,19827,98067
Twitter for iPhone,12216600,I NEVER told John Bolton that the aid to Ukraine was tied to investigations into Democrats including the Bidens. In fact he never complained about this at the time of his very public termination. If John Bolton said this it was only to sell a book. With that being said the...,1/27/2020 5:18,29136,122565
Twitter for iPhone,12216600,...transcripts of my calls with President Zelensky are all the proof that is needed in addition to the fact that President Zelensky & the Foreign Minister of Ukraine said there was no pressure and no problems. Additionally I met with President Zelensky at the United Nations...,1/27/2020 5:18,16070,69383
Twitter for iPhone,12216600,...(Democrats said I never met) and released the military aid to Ukraine without any conditions or investigations - and far ahead of schedule. I also allowed Ukraine to purchase Javelin anti-tank missiles. My Administration has done far more than the previous Administration.,1/27/2020 5:18,16584,70382
Twitter for iPhone,12216400,https://t.co/gAxo3sijpn,1/27/2020 3:47,13121,43045
Twitter for iPhone,12215800,Kobe Bryant despite being one of the truly great basketball players of all time was just getting started in life. He loved his family so much and had such strong passion for the future. The loss of his beautiful daughter Gianna makes this moment even more devastating....,1/26/2020 23:54,94246,735478
Twitter for iPhone,12215800,.....Melania and I send our warmest condolences to Vanessa and the wonderful Bryant family. May God be with you all!,1/26/2020 23:54,33829,260142
Twitter for iPhone,12215400,Reports are that basketball great Kobe Bryant and three others have been killed in a helicopter crash in California. That is terrible news!,1/26/2020 20:48,38651,251588
Twitter for iPhone,12215300,Nothing done wrong READ THE TRANSCRIPTS!,1/26/2020 20:39,18128,109676
Twitter for iPhone,12215200,Majority of people say the U.S. Senate already has enough information! @FoxNews,1/26/2020 20:01,15437,82543
Twitter for iPhone,12214700,95% Approval Rating in the Republican Party. Thank you! 191 Federal Judges (a record) and two Supreme Court Justices approved. Best Economy & Employment Numbers EVER. Thank you to our great New Smart and Nimble REPUBLICAN PARTY. Join now it's where people want to be!,1/26/2020 16:24,26395,120222
Twitter for iPhone,12214600,Sleepyeyes Chuck Todd of Meet the Corrupt Press just had a totally softball interview with conman Adam Schiff never even calling Shifty out on his fraudulent statement to Congress where he made up ALL of the words of my conversation with the Ukrainian President! FAKE NEWS,1/26/2020 16:07,24664,102987
Twitter for iPhone,12214500,After having been exposed as a fraud and corrupt can anyone including Sleepyeyes Chuck Todd of Fake @NBCNews continue to listen to his con?,1/26/2020 15:27,14606,64424
Twitter for iPhone,12214500,Again: Read the Transcript! Michael Goodwin New York Post Sunday.,1/26/2020 15:06,12146,56799
Twitter for iPhone,12214400,Great Editorial in today's Wall Street Journal And Congress Shall Be King. Bottom line: The President becomes a vassal of King Congress. This is another reason for the Senate to repudiate this House Impeachment as its own abuse of power. A partisan Hoax!,1/26/2020 14:45,16711,66180
Twitter for iPhone,12214400,Why didn't Schiff release this? https://t.co/ngxEqAIJU9,1/26/2020 14:24,17276,53056
Twitter for iPhone,12214400,A very good question! https://t.co/8z6uQLKz8M,1/26/2020 14:16,19432,72775
Twitter for iPhone,12214300,This is what Democrats have done. They want to create the idea that there is all this smoke so people think there's fire. They did this with Russia Collusion & there was no fire. It makes zero sense what the Democrats are accusing him of. @LisaMarieBoothe @foxandfriends,1/26/2020 14:03,14640,58870
Twitter for iPhone,12214300,It was amazing to watch three days of arguments dismantled in two hours. @PeteHegseth @foxandfriends,1/26/2020 13:55,15268,68001
Twitter for iPhone,12214300,Paul Krugman is a lightweight thinker who doesn't have a clue. Caused huge economic damage to his follower's pocketbooks. He and others should be fired by @nytimes! https://t.co/1K5AtQbmrp,1/26/2020 13:36,11887,47171
Twitter for iPhone,12214200,Rep. Jim Jordan Delivers Knockout Blow to Schiff's Reputation https://t.co/tVBdWMrAjn,1/26/2020 13:24,12521,43912
Twitter for iPhone,12214200,Shifty Adam Schiff is a CORRUPT POLITICIAN and probably a very sick man. He has not paid the price yet for what he has done to our Country!,1/26/2020 13:20,34100,147581
Twitter for iPhone,12214200,The Impeachment Hoax is a massive election interference the likes of which has never been seen before. In just two hours the Radical Left Do Nothing Democrats have seen their phony case absolutely shredded. Shifty is now exposed for illegally making up my phone call & more!,1/26/2020 13:09,24376,102106
Twitter for iPhone,12212800,True! https://t.co/uFjcJcxpSC,1/26/2020 4:07,10247,39295
Twitter for iPhone,12212700,https://t.co/pbomiDN6z4,1/26/2020 3:10,11390,36410
Twitter for iPhone,12212600,All Democrats should watch this! https://t.co/WFK33pR0Lv,1/26/2020 2:15,46945,129583
Twitter for iPhone,12212300,Iranian Foreign Minister says Iran wants to negotiate with The United States but wants sanctions removed. @FoxNews  @OANN No Thanks!,1/26/2020 0:16,25272,108674
Twitter for iPhone,12211900,Previous quote from the great Republican Senator Jim Inhofe of Oklahoma - Chairman of the Senate Armed Services Committee,1/25/2020 22:05,7802,36399
Twitter for iPhone,122298AX,Congressman @MichaelCBurgess has done a Great job representing the people of Texas. He continues to protect your very important Second Amendment. Mike is Strong on Crime and the Border he Loves our Great Vets and Military. Mike has my Complete and Total Endorsement!,1/30/2020 20:11,9134,39616
Twitter for iPhone,12211900,....at the judges that we have right now.,1/25/2020 21:57,10093,49148
Twitter for iPhone,12211900,You don't come to court and ask for witnesses after you've already presented your case unless you know your case is not working. I think their real motivation is for them to keep this President busy. We're doing a great job on the economy we're building our military look.....,1/25/2020 21:57,24499,118631
Twitter for iPhone,12211700,Martha is a great leader on this issue! https://t.co/yl5ly5nwdv,1/25/2020 20:46,8507,36769
Twitter for iPhone,12211700,Three great men! https://t.co/3W3xqgqgwq,1/25/2020 20:37,7540,30491
Twitter for iPhone,12211600,Such a great family! https://t.co/M39vQS5crN,1/25/2020 20:11,7215,39669
Twitter for iPhone,12211600,Thank you Nick! https://t.co/hZTLVa2ROU,1/25/2020 19:44,20223,102411
Twitter for iPhone,12211400,Any fair minded person watching the Senate trial today would be able to see how unfairly I have been treated and that this is indeed the totally partisan Impeachment Hoax that EVERYBODY including the Democrats truly knows it is. This should never be allowed to happen again!,1/25/2020 18:41,30507,136729
Twitter for iPhone,12210800,Our case against lyin' cheatin' liddle' Adam Shifty Schiff Cryin' Chuck Schumer Nervous Nancy Pelosi their leader dumb as a rock AOC & the entire Radical Left Do Nothing Democrat Party starts today at 10:00 A.M. on @FoxNews @OANN or Fake News @CNN or Fake News MSDNC!,1/25/2020 14:37,29234,116041
Twitter for iPhone,12210800,I like President Trump's Tweets (Social Media) I like everything about him...and this Ukraine stuff the trial the impeachment this isn't t about Ukraine. Donald Trump has committed the two unpardonable sins in the eyes of the Democrats. He beat Hillary Clinton in 2016 and..,1/25/2020 14:19,20476,94477
Twitter for iPhone,12210800,....secondly he is fulfilling every promise he made and that is making his opponents apoplectic. They're trying to get him out of office and they're not going to succeed. Pastor Robert Jeffress author of Choosing the Extraordinary Life  Thank you Pastor! @LouDobbs @FoxBus,1/25/2020 14:19,14600,64573
Twitter for iPhone,12210700,The Great @LouDobbs: People know after 3 years of this President the most historic President in our Country's history that there is no one who can touch what he's done in 3 years foreign policy domestic policy you name it it's amazing. Just to have the guts not to be.....,1/25/2020 13:59,18645,81384
Twitter for iPhone,12210700,....intimidated by this national left wing media that reduces most politicians and most public figures to whining crying puddles of cowardice - it is really something to have a man in the White House who has a courageous heart and does what he says he will do. ,1/25/2020 13:59,12720,56691
Twitter for iPhone,12208900,Check out @seanhannity now on @FoxNews. Big tonight!,1/25/2020 1:59,8521,39419
Twitter for iPhone,12208900,A really big show tonight by @seanhannity  9:00 P.M. @FoxNews  Heavy emphasis on the Impeachment Hoax. The Radical Left Do Nothing Democrats have gone crazy. They know it's a con but just can't sell it! Public strongly against Impeachment.,1/25/2020 1:49,1462,4613
Twitter for iPhone,12208700,It was my honor to welcome our nation's Mayors to the @WhiteHouse as we continue to strengthen the bonds of cooperation between federal and local governments so that we can deliver great jobs excellent schools affordable healthcare and safe communities for all of our people! https://t.co/QwYzS32lyQ,1/25/2020 0:35,11667,50568
Twitter for iPhone,12208700,https://t.co/c1KBtLnbQn https://t.co/ZPoaFDppg2,1/25/2020 0:28,26909,96492
Twitter for iPhone,12208200,After consultation with our Great Military Leaders designers and others I am pleased to present the new logo for the United States Space Force the Sixth Branch of our Magnificent Military! https://t.co/TC8pT4yHFT,1/24/2020 21:31,41425,176424
Twitter for iPhone,12208200,China has been working very hard to contain the Coronavirus. The United States greatly appreciates their efforts and transparency. It will all work out well. In particular on behalf of the American People I want to thank President Xi!,1/24/2020 21:18,22967,124909
Twitter for iPhone,12207700,#MarchForLife https://t.co/5Yg09dOoJd,1/24/2020 18:11,22202,75832
Twitter for iPhone,12207500,The Do Nothing Democrats just keep repeating and repeating over and over again the same old stuff on the Impeachment Hoax. They want to use up ALL of their time even though it is the wrong thing to do. They ought to go back to work for our great American people!,1/24/2020 16:56,28194,133839
Twitter for iPhone,12207400,READ THE TRANSCRIPTS!,1/24/2020 16:16,18198,97552
Twitter for iPhone,12207300,More than anything else the Radical Left Do Nothing Democrats like AOC Omar Cryin' Chuck Nervous Nancy & Shifty Schiff are angry & deranged over the fact that Republicans are up to 191 Federal Judges & Two Great New Supreme Court Justices. Don't blame me blame Obama!,1/24/2020 15:37,24173,96831
Twitter for iPhone,12207300,Jim is great! https://t.co/SxjDSlaP7J,1/24/2020 15:11,13819,57973
Twitter for iPhone,12206900,Cryin' Chuck never had what it takes and never will! https://t.co/pQh4lXNCBN,1/24/2020 12:58,13293,50549
Twitter for iPhone,12206900,The Impeachment Hoax is interfering with the 2020 Election - But that was the idea behind the Radical Left Do Nothing Dems Scam attack. They always knew I did nothing wrong!,1/24/2020 12:50,21152,94893
Twitter for iPhone,12206900,I often get asked the question well isn't the President going to be stronger and harder to beat if he survives this? The answer is yes but the Congress has no choice it has a Constitutional responsibility. Joe Biden pres. candidate. Even Joe agrees with us! @foxandfriends,1/24/2020 12:41,12004,59438
Twitter for iPhone,12206900,After having been treated unbelievably unfairly in the House and then having to endure hour after hour of lies fraud & deception by Shifty Schiff Cryin' Chuck Schumer & their crew looks like my lawyers will be forced to start on Saturday which is called Death Valley in T.V.,1/24/2020 12:37,17977,76169
Twitter for iPhone,12206900,....a foreign power engaged in clandestine intelligence activities and yet they still asked for the renewal two more times and it gave the right for the government to rifle through the Trump campaigns files & Emails Text messages..... So how bad & illegal is that? @FoxNews,1/24/2020 12:35,10589,36760
Twitter for iPhone,12206900,Frances Hakes former Federal prosecutor This is really significant. The FBI had debunked the Steele Dossier in January of 2017 and then even after they did that even after they knew from the CIA & from their own sources they knew that Carter Page was not the agent of,1/24/2020 12:35,15239,55443
Twitter for iPhone,12206700,He's got to explain this. How did Hunter Biden get a billion and a half dollars (from China) to invest when he'd been in business for 60 days? @LindseyGrahamSC @FoxNews,1/24/2020 11:42,24691,92407
Twitter for iPhone,12206700,21 State Attorney Generals denouncing the Impeachment of President Trump. @FoxNews,1/24/2020 11:24,11738,56658
Twitter for iPhone,12206700,Jeanne Mancini President March for Life: We have never had a President of the United States actually come in person to the March for Life. But now you do! See you later Jeanne. @HeatherChilders @FoxNews,1/24/2020 11:18,13215,59558
Twitter Media Studio,12205500,https://t.co/MGwSfC6hC4,1/24/2020 3:48,11659,42655
Twitter Media Studio,12205500,https://t.co/QNbBIAKFbk,1/24/2020 3:44,10746,37240
Twitter for iPhone,12205400,Carlos will win big very exciting. Great for Florida great for USA! He has my complete and total Endorsement! https://t.co/6Rd5laSEkV,1/24/2020 2:52,13552,55310
Twitter for iPhone,12205400,https://t.co/Acyh0HStm8,1/24/2020 2:40,82357,348328
Twitter for iPhone,12204700,True! https://t.co/OPTBdNOQrD,1/23/2020 22:21,14742,59091
Twitter for iPhone,12204600,That is a real fan. Thank you! https://t.co/1JWyoyiidW,1/23/2020 21:50,45346,250117
Twitter for iPhone,12204500,On my way see you soon! https://t.co/6Rd5lbafJv,1/23/2020 21:11,10251,44736
Twitter for iPhone,12204500,Crazy Bernie takes the lead in the Democrat Primaries but it is looking more and more like the Dems will never allow him to win! Will Sleepy Joe be able to stumble across the finish line?,1/23/2020 21:08,22470,123127
Twitter for iPhone,12204500,Democrats are going to destroy your Social Security. I have totally left it alone as promised and will save it!,1/23/2020 21:08,26238,120441
Twitter for iPhone,12204500,A poll of Radical Left Do Nothing Democrats just came out in Florida. Nice results! https://t.co/YYo9CxWsVH,1/23/2020 21:04,12736,49225
Twitter for iPhone,12204500,I LOVE ALABAMA! https://t.co/ZDlBDehhvN,1/23/2020 21:03,9102,38541
Twitter for iPhone,12204500,Interesting poll in Texas-13! #TX13 https://t.co/80uS2VaPGP,1/23/2020 21:02,6329,23931
Twitter for iPhone,12204500,Close race in Kansas! https://t.co/m2ExF9vHKU,1/23/2020 21:01,5966,22637
Twitter for iPhone,12204400,President Trump shows us that electability is no match for electricity by @KellyannePolls https://t.co/XQBir61WHO,1/23/2020 20:34,9431,37995
Twitter for iPhone,12204400,The Democrats have now conceded that President Trump has not committed a crime. @AriFleischer,1/23/2020 20:26,22255,95209
Twitter for iPhone,12204300,The United States looks forward to welcoming Prime Minister @Netanyahu & Blue & White Chairman @Gantzbe to the @WhiteHouse next week. Reports about details and timing of our closely-held peace plan are purely speculative.,1/23/2020 19:30,12361,50901
Twitter for iPhone,12204100,The Democrats don't want a Witness Trade because Shifty Schiff the Biden's the fake Whistleblower(& his lawyer) the second Whistleblower (who vanished after I released the Transcripts) the so-called informer & many other Democrat disasters would be a BIG problem for them!,1/23/2020 18:18,25626,101480
Twitter for iPhone,12203800,This is all about undermining the next Election. Liz Peek @FoxNews,1/23/2020 16:15,20214,94161
Twitter for iPhone,12203400,Mini Mike Bloomberg is playing poker with his foolhardy and unsuspecting Democrat rivals. He says that if he loses (he really means when!) in the primaries he will spend money helping whoever the Democrat nominee is. By doing this he figures they won't hit him as hard....,1/23/2020 13:25,18056,80875
Twitter for iPhone,12203400,....during his hopeless presidential campaign. They will remain silent! The fact is when Mini losses he will be spending very little of his money on these clowns because he will consider himself to be the biggest clown of them all - and he will be right!,1/23/2020 13:25,11185,49931
Twitter for iPhone,12203300,The Democrats & Shifty Schiff whose presentation to the Senate was loaded with lies and misrepresentations are refusing to state that the Obama Administration withheld aid from many countries including Ukraine Pakistan Philippines Egypt Honduras & Mexico. Witch Hunt!,1/23/2020 12:57,22295,76473
Twitter for iPhone,12203300,No matter what you give to the Radical Left Do Nothing Democrats it will never be enough!,1/23/2020 12:54,20951,107909
Twitter for iPhone,12203300,The Democrat House would not give us lawyers or not one witness but now demand that the Republican Senate produce the witnesses that the House never sought or even asked for? They had their chance but pretended to rush. Most unfair & corrupt hearing in Congressional history!,1/23/2020 12:52,29246,130447
Twitter for iPhone,12203300,In an Impeachment you can't use a work of fiction as the theory for the case filling in gaps with presumptions against the President. It was a weak presentation self indulgent & he didn't deliver the goods. Robert Charles @HeatherChilders @FoxNews,1/23/2020 12:49,13997,56753
Twitter for iPhone,12203300,....OF THE 2020 ELECTION BECSUSE IT WEAPONIZES A PROCESS THAT SHOULD ONLY BE INITIATED IN EXCEEDINGLY RARE CIRCUMSTANCES AND SHOULD NEVER BE USED FOR PARTISAN PURPOSES. @HeatherChilders @FoxNews The Democrats are trying hard to damage Republicans prior to the Election!,1/23/2020 12:46,11509,44109
Twitter for iPhone,12203300,Attorney Generals from 21 States are urging the Senate to reject Impeachment. They say the Articles have legal & factual problems and the Democrats case sets a dangerous historical precedent. EVEN AN UNSUCCESSFUL EFFORT TO IMPEACH THE PRESIDENT UNDERMINES THE INTEGRITY.....,1/23/2020 12:45,20546,79103
Twitter for iPhone,12203300,There is no evidence of a crime. Robert Charles Fmr Asst Secy of State. The crimes were committed by the other side!,1/23/2020 12:42,16800,72155
Twitter for iPhone,12203300,Schiff doesn't have a case telling the truth so he's manufacturing things. Rush Limbaugh @foxandfriends,1/23/2020 12:39,16340,73057
